location;metric;Other unintentional injuries;Self-harm;Interpersonal violence;Exposure to forces of nature;Environmental heat and cold exposure;Ebola;Neonatal disorders;Protein-energy malnutrition;Other nutritional deficiencies;Sexually transmitted infections excluding HIV;Acute hepatitis;Other unspecified infectious diseases;Esophageal cancer;Stomach cancer;Liver cancer;Inflammatory bowel disease;Vascular intestinal disorders;Gallbladder and biliary diseases;Pancreatitis;Other digestive diseases;Alzheimer's disease and other dementias;Meningitis;Encephalitis;Diphtheria;Whooping cough;Tetanus;Measles;Varicella and herpes zoster;Malaria;Chagas disease;Leishmaniasis;African trypanosomiasis;Schistosomiasis;Cysticercosis;Cystic echinococcosis;Dengue;Yellow fever;Hypertensive heart disease;Cardiomyopathy and myocarditis;Atrial fibrillation and flutter;Aortic aneurysm;Peripheral artery disease;Endocarditis;Non-rheumatic valvular heart disease;Chronic obstructive pulmonary disease;Pneumoconiosis;Asthma;Interstitial lung disease and pulmonary sarcoidosis;Other chronic respiratory diseases;Cirrhosis and other chronic liver diseases;Road injuries;Other transport injuries;Other skin and subcutaneous diseases;Sudden infant death syndrome;Falls;Drowning;Fire, heat, and hot substances;Poisonings;Parkinson's disease;Idiopathic epilepsy;Multiple sclerosis;Motor neuron disease;Other neurological disorders;Alcohol use disorders;Drug use disorders;Eating disorders;Diabetes mellitus;Tuberculosis;HIV/AIDS;Lip and oral cavity cancer;Nasopharynx cancer;Other pharynx cancer;Gallbladder and biliary tract cancer;Pancreatic cancer;Malignant skin melanoma;Non-melanoma skin cancer;Ovarian cancer;Testicular cancer;Kidney cancer;Bladder cancer;Hemoglobinopathies and hemolytic anemias;Endocrine, metabolic, blood, and immune disorders;Rheumatoid arthritis;Other musculoskeletal disorders;Congenital birth defects;Upper respiratory infections;Otitis media;Executions and police conflict;Other neglected tropical diseases;Maternal disorders;Exposure to mechanical forces;Adverse effects of medical treatment;Gynecological diseases;Appendicitis;Brain and central nervous system cancer;Thyroid cancer;Mesothelioma;Hodgkin lymphoma;Non-Hodgkin lymphoma;Multiple myeloma;Leukemia;Other neoplasms;Rheumatic heart disease;Other malignant neoplasms;Other cardiovascular and circulatory diseases;Diarrheal diseases;Bacterial skin diseases;Upper digestive system diseases;Foreign body;Conflict and terrorism;Typhoid and paratyphoid;Invasive Non-typhoidal Salmonella (iNTS);Rabies;Intestinal nematode infections;Other intestinal infectious diseases;Lower respiratory infections;Acute glomerulonephritis;Chronic kidney disease;Urinary diseases and male infertility;Ischemic heart disease;Zika virus;Paralytic ileus and intestinal obstruction;Larynx cancer;Animal contact;Tracheal, bronchus, and lung cancer;Breast cancer;Cervical cancer;Uterine cancer;Prostate cancer;Colon and rectum cancer;Decubitus ulcer;Stroke;Inguinal, femoral, and abdominal hernia
Dominica;Percent;0.001355774;0.005157599;0.01049118;0;0.000404837;0;0.015453773;0.002441967;0.000851523;0.001091989;9.05E-05;0.001624837;0.006341622;0.025219394;0.004147745;0.000882252;0.002029768;0.001078161;0.001742017;0.003268859;0.026255831;0.001119047;0.000849853;2.26E-06;0.00045928;0.000223868;0;0.000217354;0;0;0;0;0;0;3.31E-07;0.000124316;0;0.057191077;0.027202382;0.00974531;0.006129527;0.002244069;0.002081174;0.002097644;0.021017477;3.28E-05;0.005927722;0.001597762;0.001167765;0.01479047;0.016061593;0.000824904;0.000120933;0.000172956;0.005422289;0.005237562;0.002459494;0.001174947;0.007844113;0.004656916;0.000167726;0.000878004;0.001572332;0.005811996;0.000616109;5.22E-07;0.078222735;0.003941981;0.006872245;0.003864669;0.000722236;0.002467134;0.002591675;0.010530436;0.000599856;0.000842236;0.002014843;9.24E-05;0.002988871;0.00493239;0.003921266;0.009984798;0.000759883;0.001419478;0.005972313;0.000107626;4.64E-07;9.57E-06;0.000259504;0.00117106;0.001311091;0.003598364;0.000167408;0.000531783;0.00158433;0.000837416;0.000456479;0.000594277;0.008353119;0.007291244;0.006997452;0.001095708;0.002069673;0.008725498;0.018319157;0.002525715;0.003905727;0.003948568;0.001939098;0;1.41E-05;2.41E-05;7.65E-06;3.89E-06;8.08E-06;0.040664244;1.95E-05;0.057970065;0.003350877;0.110524749;9.61E-05;0.005091326;0.002974014;0.000325;0.021611808;0.019192753;0.01022307;0.002918795;0.06857153;0.018463873;0.009798785;0.091641969;0.000788487
Saint Kitts and Nevis;Number;0.42090888;2.234344634;10.03725927;0;0.103430748;0;5.917048006;3.139476128;0.670338875;0.11552989;0.042804731;0.957429082;2.87236382;6.034730725;2.458405905;0.88167082;0.92429875;1.204916813;1.80460033;1.756238842;8.14179378;0.519483292;0.411374241;6.87E-05;0.00260932;0.035196876;0;0.046441256;0;0;0;0;0;0.026685137;0.000332442;0.090744516;0;13.65133412;7.449043041;4.238173735;1.800105082;2.35458659;0.440100036;1.01530691;8.074561423;0.016209707;1.17219839;0.975072864;0.708472778;12.47500848;5.889313905;0.788654646;0.071542621;0.040319545;3.617482476;2.084552273;1.758855898;0.061612743;3.069373586;1.815869813;0.358150571;0.484962568;1.282741726;11.00245245;0.231361449;0.000611575;32.74140184;0.96424324;31.77843374;1.53766555;0.556444374;0.724259446;0.876492145;5.779827264;0.208940903;0.821318113;2.437520285;0.136039396;1.859535341;1.958371049;1.540777433;4.219707708;0.268570062;1.075872706;2.101727806;0.056599765;0.000244927;0.012910553;0.065029057;0.958651799;2.497623804;0.867238993;0.07539407;0.35071197;1.256314668;0.599538895;0.44031467;0.066603969;2.969649211;2.286584089;2.427385815;0.141614412;0.637885024;3.435024558;4.074668186;2.554733075;1.61159552;1.418583842;0.711663479;0;0.001447296;0.003121031;0.00452205;0;0.003158113;19.80632553;0.00634288;31.60840913;5.002993894;55.18467141;0;2.662822973;1.140469528;0.199210192;7.200469457;10.60031927;5.07819264;2.183053534;20.02745809;10.78752902;3.085161248;65.85390323;0.413092565
Saint Kitts and Nevis;Percent;0.000840454;0.004463894;0.020034995;0;0.000206958;0;0.011828273;0.006284603;0.001340786;0.000230767;8.55E-05;0.001914228;0.005748347;0.012076965;0.004918077;0.001763996;0.00184926;0.002412072;0.00360809;0.003513349;0.016320652;0.001038233;0.000821696;1.37E-07;5.21E-06;7.05E-05;0;9.29E-05;0;0;0;0;0;5.33E-05;6.64E-07;0.000181473;0;0.02732469;0.014901255;0.008486794;0.003604091;0.004709882;0.000879635;0.002031163;0.01617053;3.25E-05;0.00234429;0.001951209;0.001416685;0.024948741;0.011763199;0.001574935;0.000143145;8.06E-05;0.007241125;0.004163531;0.003516169;0.000123039;0.006147048;0.003627909;0.00071564;0.000969774;0.002563665;0.021983827;0.000461831;1.22E-06;0.065525896;0.001927998;0.063682606;0.003076722;0.001113123;0.001449276;0.001753452;0.011563395;0.000417807;0.001644426;0.004870382;0.000271746;0.00371893;0.003920329;0.003079073;0.008436228;0.00053736;0.002149496;0.004200405;0.000113127;4.90E-07;2.58E-05;0.000129985;0.001912163;0.004987696;0.001734508;0.000150518;0.000701371;0.002511305;0.001199469;0.000880817;0.0001332;0.005938351;0.004573183;0.00485394;0.000283291;0.001274339;0.006868006;0.008152884;0.005110871;0.003229595;0.002839287;0.001423259;0;2.90E-06;6.24E-06;9.04E-06;0;6.32E-06;0.039643513;1.27E-05;0.063242794;0.010016983;0.110471549;0;0.005330911;0.002283075;0.000398574;0.01440682;0.021178062;0.010146022;0.004363435;0.040131331;0.021587992;0.00617703;0.131808736;0.000826442
Iraq;Number;1996.504975;2075.130832;4815.631634;10;15.38130128;0;7270.027212;90.82366982;13.38718416;116.4293542;113.7629837;79.99122081;286.1945653;1268.115034;1336.430736;51.30046162;75.42242231;118.9395065;98.70150828;75.92064766;3258.63038;426.9015213;457.2302084;4.713306833;586.2626673;23.81359291;157.2055149;28.39462794;0;0;28.76989623;0;48.12250505;0;22.04981052;0;0;3089.710927;1230.472354;630.4915889;169.9704029;20.17520506;119.7273207;167.6777052;1711.337741;26.8800041;1157.336424;169.6579579;227.0902236;2720.080373;5602.87206;327.1295338;2.911591698;96.87457671;930.4045641;827.2551399;954.9754379;124.5431938;842.4611811;301.4413038;39.93908052;10.93522229;201.0428678;56.8665672;584.8385427;0.160603757;9257.348769;942.3007407;82.17729502;215.007021;60.310057;98.32579676;210.5867984;1329.028177;50.66495894;86.12370189;498.1723481;33.6965977;428.2952084;1265.336841;211.0406978;240.1692204;25.24457519;158.8070883;3683.465982;7.257205456;0.010788491;1559.039971;1.325706432;351.7329193;4739.153376;230.9104877;1.230040536;19.30916886;1842.48968;159.1181658;53.32048313;104.0178409;638.8080878;195.6150851;1876.103398;31.36283711;357.6707601;1374.115185;1062.856323;628.5669875;38.11738308;223.3724366;289.2597608;1779.029372;98.61810825;96.25170282;11.15313583;1.992154625;2.425899297;3177.56934;3.253501803;7886.615976;162.1562107;46847.94161;0;244.1577444;529.6664391;76.8622096;4231.659218;3014.913985;306.4744837;230.0846118;861.3786281;1797.290607;14.84321675;26255.78675;28.79789252
Iraq;Percent;0.011078878;0.011497607;0.026701243;5.62E-05;8.55E-05;0;0.040695575;0.000506968;7.44E-05;0.000652564;0.000632052;0.000445919;0.001591455;0.007050422;0.007431324;0.000285071;0.000419986;0.000662106;0.000548289;0.000422639;0.018228317;0.002377511;0.002548026;2.62E-05;0.003282736;0.000132938;0.000878966;0.000158534;0;0;0.000161351;0;0.000267531;0;0.000122516;0;0;0.017227271;0.006848566;0.00352023;0.000946495;0.000112353;0.000665766;0.000932589;0.009535154;0.000149576;0.006438257;0.000944147;0.001261176;0.015119006;0.031071467;0.001821337;1.62E-05;0.000542523;0.005170152;0.004599273;0.00530438;0.000691047;0.004706422;0.001672881;0.000221236;6.07E-05;0.001118059;0.000315286;0.003239807;8.86E-07;0.05152036;0.005235209;0.000461506;0.001194575;0.000334725;0.000546215;0.001171152;0.00738898;0.000281694;0.000479501;0.002763144;0.000186976;0.002381273;0.007049668;0.001172291;0.00133739;0.000140538;0.000880354;0.020593825;4.04E-05;6.01E-08;0.008675051;7.39E-06;0.001944727;0.026275338;0.001282603;6.80E-06;0.000107342;0.010236029;0.000884585;0.000296139;0.000577299;0.003548891;0.001087372;0.010427921;0.000174623;0.001987444;0.007636708;0.005915251;0.003512425;0.000212103;0.001243;0.001609148;0.009992761;0.000549273;0.000535838;6.21E-05;1.11E-05;1.35E-05;0.01772108;1.82E-05;0.043915679;0.000902222;0.260930455;0;0.001362881;0.002945451;0.000427139;0.023539725;0.016717803;0.001700731;0.001277575;0.004804289;0.009993256;8.27E-05;0.146252399;0.000160704
Burundi;Number;225.2957859;799.7102233;125.7558465;10;89.18278085;0;8794.275504;1981.694073;66.54281641;112.5610326;211.5422596;113.5468467;546.0755863;398.0076947;144.2975636;37.59442622;54.69407241;197.4646019;96.71297097;164.9855248;479.0921518;1238.768779;45.08960395;1.434470247;268.2743596;204.6352183;233.0995768;72.5058876;7279.882806;0;0;0;226.17753;6.802481742;1.720487272;0.366510722;189.5362641;1165.456485;247.4317546;92.87682651;76.03720757;31.8707166;55.2897506;52.72295306;1463.65838;17.70607623;815.2544662;45.29898185;57.29318828;1905.748988;1907.216211;127.3207925;4.382336047;109.6906466;348.5475065;324.6010526;272.004624;251.9712762;115.584275;224.1352416;5.811313371;1.180255283;30.25585826;86.06693996;16.05173141;0.08467742;1462.755611;8721.028088;2047.561514;125.266086;79.99679238;41.40733895;46.75358829;98.6238542;45.10834194;19.8873229;89.544476;9.114877481;46.84425527;85.49340113;153.2857394;74.24940114;17.23734734;26.88624694;2273.681527;100.8321203;16.46058631;17.52839354;6.329937472;1300.984227;315.6118775;236.3694219;7.325980802;94.02020627;120.4423786;37.27300743;9.884363469;59.21305938;139.9410828;53.67472228;272.5065681;10.20926805;172.5824257;508.2212881;276.3320922;9336.326091;77.22471304;491.92469;147.8549861;80.00505248;209.8247659;86.89076034;59.54898139;11.31958446;11.08647708;6462.157547;10.79627637;1039.806315;293.4004012;4028.668577;0;399.9827106;72.56754226;237.6812254;322.3533236;435.6317818;680.7967161;50.16239542;422.6574493;302.999352;1.308258247;4604.265516;99.70243242
Burundi;Percent;0.002695554;0.009572212;0.001508468;0.0001211;0.001068875;0;0.105710987;0.023674796;0.000797774;0.001351717;0.002531018;0.001359526;0.006537326;0.004764927;0.001728611;0.000450061;0.000655971;0.002365939;0.001157573;0.001975623;0.005751888;0.014843115;0.000539543;1.71E-05;0.003206003;0.00245189;0.002781652;0.000868494;0.08694679;0;0;0;0.002704342;8.14E-05;2.06E-05;4.40E-06;0.002267898;0.013976899;0.00296232;0.001116864;0.000910915;0.000382483;0.000662069;0.000631705;0.017557805;0.000212536;0.009762399;0.000543173;0.000684889;0.022838328;0.022854686;0.001525513;5.25E-05;0.001310716;0.004178695;0.003882293;0.003257166;0.003016924;0.001388453;0.002684286;6.95E-05;1.41E-05;0.000361984;0.001029682;0.000192237;1.01E-06;0.017524516;0.104423838;0.024731187;0.001497745;0.000956761;0.000494962;0.000559875;0.001180988;0.000539662;0.00023859;0.001072092;0.000109049;0.000560746;0.001024603;0.001835933;0.000889529;0.000206727;0.000322094;0.027260817;0.001203236;0.000196448;0.000212102;7.52E-05;0.015567022;0.003772177;0.002828483;8.76E-05;0.001126023;0.001441967;0.000446335;0.000118467;0.000709387;0.001675486;0.00064326;0.003258964;0.000122514;0.002068148;0.006081351;0.003308964;0.111780267;0.000924256;0.005891546;0.001770297;0.000968863;0.002513717;0.001038106;0.000710579;0.000135254;0.000132528;0.077392457;0.000129598;0.01246531;0.003517055;0.048291288;0;0.004785065;0.000867817;0.002844885;0.00386171;0.005209344;0.008132158;0.000600843;0.005069405;0.00362718;1.57E-05;0.055180551;0.001195942
Maldives;Number;5.012167822;20.06600204;9.824962521;0;0.231946612;0;74.9142181;3.064665854;1.620101659;0.763143568;0.429831964;1.416840312;5.596267339;9.63644391;16.49910022;0.872350478;1.465466081;1.144955086;1.616096495;2.465186274;47.68095514;1.666932022;3.601724031;0.010276401;1.99496258;0.159369556;1.548997918;0.201714375;0;0;0;0;0;0;0.007073379;11.42688115;0;17.08263294;4.831451258;8.134676108;5.627257847;0.944113915;1.774010184;2.293667185;92.13955796;0.047126863;10.39370555;18.32691642;2.050556133;32.64128478;21.78514881;1.600698226;0.513748576;1.488576714;23.07299807;19.66190444;4.878403451;0.342701323;11.21192308;6.87450357;0.313812484;0.541575085;2.430297038;1.147441126;1.741885681;0.008176497;52.10985183;13.93200125;0.863986495;7.588040992;0.647028317;2.140686804;2.326773246;12.20457531;0.920137531;1.060955028;8.170023514;0.084588717;3.200785037;4.990369459;5.423213297;21.50647686;0.35692666;1.666847641;30.14985003;0.054794525;0.004162758;0.065464981;0.232836097;6.911996697;3.488689829;4.646844703;0.76638587;0.120450016;8.192672472;2.320455707;1.110297238;1.339852325;7.104582699;2.594953843;11.75390677;2.167787425;3.90765638;11.9708526;14.93423649;10.72456231;4.522881457;3.811744332;8.844333515;0;6.580720486;1.023910742;0.015157892;0.058722497;0.025093989;34.90307851;0.008561558;88.70952249;7.255597964;307.8426622;0;4.020908605;2.261160686;0.955256818;27.04684585;19.80627775;5.960914494;1.525932059;10.16758096;23.56231891;4.291113797;154.9820697;1.026246477
Maldives;Percent;0.00333948;0.013361419;0.006542545;0;0.00015441;0;0.050055608;0.002041764;0.001078924;0.000508735;0.000286063;0.000943444;0.00372407;0.006414141;0.010976876;0.000580775;0.000975884;0.000762709;0.001075992;0.001641863;0.031717106;0.001109973;0.002398456;6.86E-06;0.001329291;0.000106171;0.001033187;0.00013437;0;0;0;0;0;0;4.71E-06;0.007612072;0;0.011375202;0.003215743;0.00541865;0.003746992;0.000628676;0.001180691;0.001526814;0.061364479;3.14E-05;0.006921708;0.012196679;0.001364932;0.021721367;0.014507877;0.001066242;0.000341889;0.000990633;0.015366253;0.013095842;0.003248245;0.000228303;0.007466939;0.004578095;0.000208795;0.000360101;0.001618;0.000763739;0.001160286;5.45E-06;0.034677952;0.009273257;0.000578045;0.005049961;0.000430504;0.001423899;0.001548622;0.008122047;0.000612352;0.000706483;0.005436452;5.64E-05;0.002129624;0.003322384;0.003611283;0.014317604;0.000237675;0.001109006;0.020107419;3.65E-05;2.77E-06;4.36E-05;0.000155247;0.004597292;0.002323744;0.003093009;0.000509733;8.02E-05;0.005451442;0.0015448;0.000738841;0.000891679;0.004728194;0.001726704;0.00782615;0.001443328;0.002601261;0.00796888;0.00993995;0.007143782;0.003010667;0.002538665;0.005891742;0;0.004384836;0.000682292;1.01E-05;3.91E-05;1.67E-05;0.023246575;5.70E-06;0.059052601;0.004829865;0.204927293;0;0.002678326;0.001504776;0.000636232;0.018000584;0.013177641;0.003965942;0.001015215;0.006769062;0.01568149;0.002856532;0.103179619;0.000683487
Myanmar;Number;1733.907147;1956.099081;704.3689685;115;14.44756853;0;16064.79115;1184.595488;201.7640831;535.5364459;250.6769319;4435.367286;1060.180614;3128.581193;1955.179216;59.3032981;127.0890344;429.9346762;364.2630721;260.0389171;6784.074958;1245.978877;314.8974778;10.00037674;1576.609001;423.1983579;641.2588579;141.2653992;293.8172125;0;0;0;0;3.636215411;5.519271093;366.2866165;0;9013.024067;1576.504981;1113.508128;566.426632;75.88331027;489.8508337;170.3360966;31230.54014;21.078365;11043.02725;625.4230636;364.330426;20361.32021;5738.510387;398.9228345;19.81974253;485.4434783;7098.533852;3052.279137;287.2652948;1007.743284;1725.754395;651.7149781;70.13984463;40.18711734;181.5700984;388.2740995;213.8222199;1.143062006;22618.64715;14313.25453;4772.846714;960.3823479;692.7665699;227.4276655;456.7770221;1721.699942;133.144663;279.1006302;1392.489722;49.92626835;528.9129314;704.2542341;580.7784414;934.3376675;81.61597562;298.5201122;6943.302382;32.25927058;1.087768916;70.25169431;22.30136137;1652.653747;1223.036864;472.1059186;68.22844094;116.1111114;1185.443513;456.4509613;83.63881349;135.6501589;5641.039351;332.4696215;2658.886818;130.7880049;1090.740345;2443.930553;1060.217756;6699.643496;399.3115924;3076.446282;585.1808646;617.2485178;1198.814597;162.6222307;504.3070718;18.86360533;9.852179782;21452.56072;130.5625218;11554.26476;1917.283929;40583.20299;0;938.6748591;476.950554;768.2509721;10613.6285;4617.262596;2144.937389;696.9299661;2183.511351;5581.812291;471.4165178;82399.40747;161.608863
Myanmar;Percent;0.004101596;0.004629625;0.001666632;0.00027495;3.43E-05;0;0.038067691;0.002816557;0.000479773;0.00126586;0.000593524;0.01051576;0.002518816;0.007436863;0.004645916;0.000140723;0.000302251;0.001021504;0.000863689;0.00061757;0.016154097;0.002942243;0.000744725;2.36E-05;0.003708369;0.001001789;0.001513777;0.000335314;0.000697893;0;0;0;0;8.62E-06;1.31E-05;0.000864722;0;0.021438949;0.003745482;0.002654459;0.001347554;0.000180671;0.001160984;0.000404818;0.07436677;5.01E-05;0.026261899;0.0014866;0.000863165;0.048247082;0.013581538;0.000944092;4.70E-05;0.001143686;0.016850716;0.007220093;0.00067965;0.002380027;0.004112906;0.001543239;0.000166194;9.53E-05;0.000430208;0.00092023;0.000506074;2.70E-06;0.053758162;0.033965753;0.01140776;0.002281972;0.001644242;0.000540393;0.001086266;0.004091606;0.00031607;0.000663618;0.003304745;0.000118186;0.001255572;0.001675741;0.001376856;0.002217549;0.00019412;0.000706865;0.016407123;7.64E-05;2.58E-06;0.000167614;5.29E-05;0.003898419;0.002893529;0.001119052;0.000161692;0.000274976;0.002809466;0.001084635;0.000198347;0.000321336;0.013398364;0.00078981;0.006301963;0.000310981;0.002587156;0.005798813;0.002517254;0.015908257;0.00094901;0.007311656;0.001384764;0.001475762;0.00283352;0.0003848;0.001193535;4.46E-05;2.33E-05;0.050920056;0.000309538;0.027440364;0.004555175;0.096550026;0;0.002227944;0.001133289;0.001816916;0.025224421;0.010958765;0.005087788;0.001655258;0.005198185;0.013263118;0.001123055;0.196031512;0.000383486
Gambia;Number;29.08731457;128.6624566;15.40229917;0;11.02308926;0;1142.703654;108.0040093;7.817280425;86.97454698;20.6747042;16.03879276;20.41255517;49.99878313;410.3742094;5.075011095;8.355255137;21.85997397;36.61399635;24.79613151;154.2722675;212.0057064;13.43944344;0.250489774;83.11832796;12.04727774;30.1172015;10.95126335;637.4706962;0;1.783166594;0;24.56859107;0.180669086;0.253293214;0.013320281;9.072732764;200.393944;57.67620245;31.04620618;14.80716832;2.803408629;10.81416714;11.48876468;244.0353326;0.645776985;153.1315344;5.764436701;20.30769904;357.4294073;258.8788828;17.9927518;0.364330246;9.615105094;90.84749293;37.30463731;44.72176842;31.16050796;49.13383259;48.0482022;2.800695231;0.539544701;14.06058974;14.34721252;3.475123609;0.020691436;330.0973958;721.7725039;1078.272619;14.32292694;2.624920731;3.037356726;9.580815593;31.54747338;3.124311425;3.661814538;17.91421783;1.816705161;9.112548241;16.84029074;218.5479176;18.94233414;2.191329416;7.759303092;232.4960025;1.485714438;0.024031199;0.262965786;31.6860633;291.4582341;44.49855319;36.09727242;0.784232261;4.924718377;12.30608167;2.96534072;1.277409883;4.718434226;10.05719001;6.514813282;35.19643676;3.602879433;25.97803016;55.4685206;87.74447074;552.5510857;20.01739912;73.11686992;25.57297928;0;44.03244727;114.580079;5.231531816;1.278614234;0.59144526;1223.45731;0.071189759;309.5346691;57.08728984;1205.667331;0;81.5000393;6.418753262;31.62446182;72.496886;65.21012255;93.55581312;8.685550021;38.55798812;58.36772542;1.666200584;955.0162585;11.37760459
Gambia;Percent;0.00215146;0.009510121;0.001142218;0;0.000815518;0;0.084615842;0.007999255;0.000578462;0.006439395;0.001528983;0.001187689;0.001510935;0.003703537;0.030344225;0.000375639;0.000619167;0.001620874;0.002706075;0.001835934;0.011429961;0.015686263;0.000994335;1.85E-05;0.006172876;0.000893214;0.00223369;0.000811633;0.047110488;0;0.000132014;0;0.001818088;1.34E-05;1.87E-05;9.86E-07;0.000671484;0.014844009;0.004270803;0.002304444;0.001097188;0.000207853;0.000800408;0.000849697;0.018090611;4.77E-05;0.011340141;0.000427088;0.001501218;0.026435906;0.019144157;0.001329965;2.70E-05;0.000711602;0.006734281;0.002761495;0.003312051;0.002304839;0.00364633;0.00355214;0.000206798;3.99E-05;0.001041089;0.001060796;0.000256889;1.53E-06;0.024449084;0.053399281;0.079938337;0.001059264;0.000194;0.000224642;0.000709679;0.002335764;0.000231021;0.000271181;0.001325362;0.000134052;0.000674505;0.001247517;0.016195454;0.00140201;0.000162376;0.000574163;0.017220367;0.000109997;1.78E-06;1.95E-05;0.002347465;0.021515803;0.003290997;0.002670907;5.81E-05;0.00036481;0.000910549;0.000219485;9.45E-05;0.000348875;0.00074389;0.000482115;0.002604177;0.00026712;0.001923329;0.004105235;0.006498295;0.040922792;0.00148202;0.005415377;0.001892694;0;0.003261616;0.008485745;0.000386773;9.47E-05;4.38E-05;0.090653821;5.28E-06;0.022924941;0.004227521;0.089337266;0;0.006037672;0.000475235;0.002340571;0.005368409;0.004819996;0.006913192;0.000643003;0.002859809;0.004322822;0.000123684;0.070754263;0.00084317
Ghana;Number;317.3364774;2065.450193;773.6166301;0;131.4948645;0;16013.82034;1858.446374;114.7037718;776.1207691;284.7071562;99.67812608;538.2452139;1185.485068;990.3050097;102.8703775;131.2643726;450.2922725;754.1891583;714.4226626;1941.703043;3487.290678;431.0486683;3.456987297;644.5931739;176.1917208;587.4307198;92.11699759;21597.10372;0;0;0;263.0562778;14.1716369;5.952484845;0.163462409;49.84606241;2582.509178;1529.500898;330.1817175;196.4912808;13.94536914;216.8606812;170.9398507;3285.935425;3.353323879;2120.197928;127.3246066;401.2073736;6124.545787;5805.593704;442.5403239;13.01668568;203.157475;1234.529734;544.8340323;611.5567184;432.7523142;490.4773349;367.4315753;121.8070417;15.97045559;269.0876705;230.616077;57.59023479;0.53743891;6172.842725;10222.7113;14620.93054;124.5913984;29.72326818;37.35343481;163.9435589;1439.084265;38.28656145;56.41514139;366.0973783;14.46789634;182.5247851;393.4106789;2007.684517;237.4772959;19.88899225;112.0313729;3713.970194;15.05088618;0.072492495;9.801106387;371.958405;1517.777098;477.044512;547.7944203;8.924054655;157.0988686;615.7685169;29.9216476;23.51497131;27.78535265;945.7897713;135.0340179;616.3349354;54.8901358;287.3396015;596.2339718;1232.25989;6562.487235;278.8635332;372.0968491;324.2220947;20;1165.916807;702.8085863;196.9556515;10.55107135;6.833940521;16306.29849;0.781512252;4678.899811;523.5546986;15888.27709;0;1233.074677;236.618128;447.8873042;1408.560315;2901.522223;1716.628094;234.4518158;2133.4887;1272.75804;3.275330194;17201.20004;189.2847993
Ghana;Percent;0.001522163;0.009912085;0.003709995;0;0.000630883;0;0.076666524;0.008939925;0.000550566;0.003720732;0.001365553;0.000479082;0.002585242;0.005697611;0.004756083;0.000493344;0.000630915;0.002164369;0.003617362;0.003429152;0.009342006;0.016731701;0.002069493;1.66E-05;0.003095438;0.00084407;0.002825399;0.000442514;0.103755745;0;0;0;0.001262312;6.79E-05;2.86E-05;7.86E-07;0.00023933;0.012410168;0.007345581;0.001590385;0.000944194;6.71E-05;0.001041028;0.000820379;0.01579752;1.61E-05;0.010182449;0.000611705;0.001923253;0.029392352;0.027827843;0.002123023;6.26E-05;0.000979942;0.00593379;0.002614607;0.002936128;0.0020761;0.002362131;0.001762772;0.000583868;7.66E-05;0.001289986;0.001106497;0.000276213;2.58E-06;0.029658757;0.049077744;0.070505502;0.000598316;0.00014259;0.00017952;0.000787739;0.006912276;0.00018361;0.00027103;0.001756339;6.94E-05;0.000876068;0.001890373;0.00962369;0.001140257;9.57E-05;0.000536917;0.017832722;7.23E-05;3.48E-07;4.72E-05;0.001789972;0.007261409;0.002289698;0.002629787;4.28E-05;0.00075386;0.002952063;0.000143738;0.000112838;0.000133255;0.004539032;0.000648751;0.002957997;0.000263942;0.001379802;0.002862244;0.005919774;0.031545736;0.001340125;0.001786531;0.001555819;9.65E-05;0.005589902;0.003373824;0.000944139;5.07E-05;3.29E-05;0.078373551;3.76E-06;0.022472409;0.002515203;0.076389781;0;0.005921322;0.001136808;0.002149347;0.006766278;0.013919242;0.008230629;0.001125925;0.010262676;0.006114072;1.58E-05;0.082688358;0.000909091
Dominican Republic;Number;307.4028653;671.4110282;1993.192264;0;10.30082267;0;3306.732493;425.509584;38.0992702;214.1478218;43.03808408;63.49912548;233.6139074;793.6404877;453.1126684;22.44144009;71.39325148;89.82057697;79.88246003;95.00592213;1629.079605;216.6136056;76.55304946;1.133170628;204.8112194;21.09096374;0;16.73394373;4.947659209;0;0;0;24.80952647;5.7182569;0.04347468;7.334574829;0;1890.734047;259.7789662;437.3892469;183.0340163;28.43842495;86.3065018;105.0132221;1362.246566;1.473610891;477.1634885;55.74337923;39.97475206;2945.24337;2667.897845;55.5228975;1.158570742;31.50179521;432.4526947;319.434545;144.4388931;48.63825314;446.4911686;199.3550148;15.3791499;37.83307414;57.02968516;151.4018576;53.3370461;0.029950489;2965.314201;750.8166187;1362.084635;258.4428861;41.87576283;150.3723589;240.3540964;338.5450381;21.40049962;146.0604219;83.51458187;5.899700658;227.2060719;128.8276524;152.8358516;562.8764233;42.74278748;155.556486;738.2129367;1.439169174;0.010435055;1.200374057;4.757779344;231.2983697;179.9059024;243.0311701;9.786418214;82.30359412;85.98475717;66.23073077;11.00568001;12.23819751;251.3565328;140.0212236;397.9011411;38.4743124;142.1096164;533.7254295;560.9885278;558.1589692;35.62711068;343.5260436;380.8223399;0;3.178666174;3.010583316;4.267904022;0.907012702;1.088434988;2009.796488;0.115691691;2279.770565;104.638564;15306.1453;0.043258888;144.8052581;189.7809401;3.588702107;1436.530852;797.9894407;658.2738567;264.3949131;1686.564413;1114.671742;14.26671562;8139.612076;40.89011486
